scalerank	featurecla	labelrank	sovereignt	sov_a3	adm0_dif	level	type	admin	adm0_a3	geou_dif	geounit	gu_a3	su_dif	subunit	su_a3	brk_diff	name	name_long	brk_a3	brk_name	brk_group	abbrev	postal	formal_en	formal_fr	note_adm0	note_brk	name_sort	name_alt	mapcolor7	mapcolor8	mapcolor9	mapcolor13	pop_est	gdp_md_est	pop_year	lastcensus	gdp_year	economy	income_grp	wikipedia	fips_10	iso_a2	iso_a3	iso_n3	un_a3	wb_a2	wb_a3	woe_id	adm0_a3_is	adm0_a3_us	adm0_a3_un	adm0_a3_wb	continent	region_un	subregion	region_wb	name_len	long_len	abbrev_len	tiny	homepart	day0	day1	day2	day3	day4	day5	day6	day7	day8	day9
1	Admin-0 country	3	Greece	GRC	0	2	Sovereign country	Greece	GRC	0	Greece	GRC	0	Greece	GRC	0	Greece	Greece	GRC	Greece		Greece	GR	Hellenic Republic				Greece		2	2	2	9	10737428	343000.0	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		GR	GRC	300	300	GR	GRC	-99	GRC	GRC	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	6	6	6	-99	1	#49fad0	#e31c89	#da960b	#5ba04	#346530	#a58dfc	#cfa8f4	#3f6fea	#7d10e6	#11498f
1	Admin-0 country	6	Grenada	GRD	0	2	Sovereign country	Grenada	GRD	0	Grenada	GRD	0	Grenada	GRD	0	Grenada	Grenada	GRD	Grenada		Gren.	GD	Grenada				Grenada		2	4	3	6	90739	1161.0	-99	2011	-99	6. Developing region	3. Upper middle income	-99		GD	GRD	308	308	GD	GRD	-99	GRD	GRD	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	7	7	5	-99	1	#812442	#df18b8	#948ed1	#93488	#fabd7b	#491262	#3b7d74	#7705aa	#486a29	#7a516e
1	Admin-0 country	3	Denmark	DN1	1	2	Country	Greenland	GRL	0	Greenland	GRL	0	Greenland	GRL	0	Greenland	Greenland	GRL	Greenland		Grlnd.	GL	Greenland		Den.		Greenland		4	1	3	12	57600	1100.0	-99	2010	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		GL	GRL	304	304	GL	GRL	-99	GRL	GRL	-99	-99	North America	Americas	Northern America	Europe & Central Asia	9	9	6	-99	-99	#180326	#4bced0	#1ca3e3	#aa44f9	#9e98d6	#590faf	#31a64	#9c21b0	#335fca	#372071
1	Admin-0 country	3	Guatemala	GTM	0	2	Sovereign country	Guatemala	GTM	0	Guatemala	GTM	0	Guatemala	GTM	0	Guatemala	Guatemala	GTM	Guatemala		Guat.	GT	Republic of Guatemala				Guatemala		3	3	3	6	13276517	68580.0	-99	2002	-99	6. Developing region	4. Lower middle income	-99		GT	GTM	320	320	GT	GTM	-99	GTM	GTM	-99	-99	North America	Americas	Central America	Latin America & Caribbean	9	9	5	4	1	#aefde1	#ad26c9	#4a742	#fe0f60	#86bf9c	#ab67ca	#e41739	#fb1057	#d25d43	#90cb05
3	Admin-0 country	6	United States of America	US1	1	2	Dependency	Guam	GUM	0	Guam	GUM	0	Guam	GUM	0	Guam	Guam	GUM	Guam		Guam	GU	Territory of Guam		U.S.A.		Guam		4	5	1	1	178430	2500.0	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		GU	GUM	316	316	GU	GUM	-99	GUM	GUM	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	4	4	4	2	-99	#e61076	#9dbbf0	#b98da5	#460658	#dbf612	#790675	#f3279d	#a07977	#d8ac11	#79e774
1	Admin-0 country	4	Guyana	GUY	0	2	Sovereign country	Guyana	GUY	0	Guyana	GUY	0	Guyana	GUY	0	Guyana	Guyana	GUY	Guyana		Guy.	GY	Co-operative Republic of Guyana				Guyana		3	1	4	8	772298	2966.0	-99	2002	-99	6. Developing region	4. Lower middle income	-99		GY	GUY	328	328	GY	GUY	-99	GUY	GUY	-99	-99	South America	Americas	South America	Latin America & Caribbean	6	6	4	-99	1	#27788b	#93ab27	#f40cfa	#908592	#d58ff1	#2243a6	#30d48a	#34d390	#1e7d14	#cd6f44
3	Admin-0 country	4	China	CH1	1	2	Country	Hong Kong S.A.R.	HKG	0	Hong Kong S.A.R.	HKG	0	Hong Kong S.A.R.	HKG	0	Hong Kong	Hong Kong	HKG	Hong Kong		H.K.	HK	Hong Kong Special Administrative Region, PRC		China		Hong Kong SAR, China		4	4	4	3	7061200	351119.0	2010	2006	2011	6. Developing region	2. High income: nonOECD	0		HK	HKG	344	344	HK	HKG	-99	HKG	HKG	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	9	9	4	-99	-99	#ada278	#63fe3b	#d2b422	#fcc1b8	#d375aa	#6606f5	#cd271b	#2ad66c	#2de868	#8291ab
5	Admin-0 country	5	Australia	AU1	1	2	Dependency	Heard Island and McDonald Islands	HMD	0	Heard Island and McDonald Islands	HMD	0	Heard Island and McDonald Islands	HMD	0	Heard I. and McDonald Is.	Heard I. and McDonald Islands	HMD	Heard I. and McDonald Is.		H.M.Is.	HM	Territory of Heard Island and McDonald Islands		Auz.		Heard Island and McDonald Islands		1	2	2	7	-99	-99.0	-99	-99	-99	7. Least developed region	5. Low income	-99		HM	HMD	334	-99	-99	-99	-99	HMD	HMD	-99	-99	Seven seas (open ocean)	Seven seas (open ocean)	Seven seas (open ocean)	Sub-Saharan Africa	25	29	7	-99	-99	#36a6e8	#d6601d	#6c9b4c	#7ba0ef	#8d1f55	#e6b184	#917fb0	#d1fc5d	#37b678	#f210b8
1	Admin-0 country	5	Honduras	HND	0	2	Sovereign country	Honduras	HND	0	Honduras	HND	0	Honduras	HND	0	Honduras	Honduras	HND	Honduras		Hond.	HN	Republic of Honduras				Honduras		2	5	2	5	7792854	33720.0	-99	2001	-99	6. Developing region	4. Lower middle income	-99		HN	HND	340	340	HN	HND	-99	HND	HND	-99	-99	North America	Americas	Central America	Latin America & Caribbean	8	8	5	-99	1	#88b38c	#72edc8	#2d497	#df9d3e	#65a746	#c89586	#1781b1	#bc5a3e	#53004a	#f8a72b
1	Admin-0 country	6	Croatia	HRV	0	2	Sovereign country	Croatia	HRV	0	Croatia	HRV	0	Croatia	HRV	0	Croatia	Croatia	HRV	Croatia		Cro.	HR	Republic of Croatia				Croatia		5	4	5	1	4489409	82390.0	-99	2011	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		HR	HRV	191	191	HR	HRV	-99	HRV	HRV	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	7	7	4	-99	1	#c319	#d04574	#6ff5e3	#c1785f	#91e20f	#b9defa	#f0b681	#d245b3	#129121	#a0317c
1	Admin-0 country	5	Haiti	HTI	0	2	Sovereign country	Haiti	HTI	0	Haiti	HTI	0	Haiti	HTI	0	Haiti	Haiti	HTI	Haiti		Haiti	HT	Republic of Haiti				Haiti		2	1	7	2	9035536	11500.0	-99	2003	-99	7. Least developed region	5. Low income	-99		HT	HTI	332	332	HT	HTI	-99	HTI	HTI	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	5	5	5	-99	1	#348d1b	#3f2bc	#c17a8b	#ff6cec	#da8cad	#21dd8	#e15869	#8ecc11	#7a5fd5	#a0d1da
1	Admin-0 country	5	Hungary	HUN	0	2	Sovereign country	Hungary	HUN	0	Hungary	HUN	0	Hungary	HUN	0	Hungary	Hungary	HUN	Hungary		Hun.	HU	Republic of Hungary				Hungary		4	6	1	5	9905596	196600.0	-99	2001	-99	2. Developed region: nonG7	1. High income: OECD	-99		HU	HUN	348	348	HU	HUN	-99	HUN	HUN	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	7	7	4	-99	1	#7595ee	#e3afa2	#28fe67	#8cc257	#9977ab	#cf0185	#929f39	#7d5d7a	#ec5a7d	#84ed14
1	Admin-0 country	2	Indonesia	IDN	0	2	Sovereign country	Indonesia	IDN	0	Indonesia	IDN	0	Indonesia	IDN	0	Indonesia	Indonesia	IDN	Indonesia		Indo.	INDO	Republic of Indonesia				Indonesia		6	6	6	11	240271522	914600.0	-99	2010	-99	4. Emerging region: MIKT	4. Lower middle income	-99		ID	IDN	360	360	ID	IDN	-99	IDN	IDN	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	9	9	5	-99	1	#ef53f8	#ce5af2	#2bdde7	#8b7de2	#6b3990	#5f9632	#eb1843	#965f60	#ffee8c	#64c208
3	Admin-0 country	6	United Kingdom	GB1	1	2	Country	Isle of Man	IMN	0	Isle of Man	IMN	0	Isle of Man	IMN	0	Isle of Man	Isle of Man	IMN	Isle of Man		IoMan	IM			U.K. crown dependency		Isle of Man		6	6	6	3	76512	2719.0	-99	2006	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		IM	IMN	833	833	IM	IMY	-99	IMN	IMN	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	11	11	5	-99	-99	#4e444e	#d1a8ba	#2c1546	#55499e	#71905c	#831a62	#6208fc	#6a81f	#765f01	#7d8be7
1	Admin-0 country	2	India	IND	0	2	Sovereign country	India	IND	0	India	IND	0	India	IND	0	India	India	IND	India		India	IND	Republic of India				India		1	3	2	2	1166079220	3297000.0	-99	2011	-99	3. Emerging region: BRIC	4. Lower middle income	-99		IN	IND	356	356	IN	IND	-99	IND	IND	-99	-99	Asia	Asia	Southern Asia	South Asia	5	5	5	-99	1	#24f44a	#9fae10	#179319	#313642	#66175c	#3d42af	#eedf81	#d509d1	#1365b2	#fa9349
3	Admin-0 country	5	United Kingdom	GB1	1	2	Dependency	British Indian Ocean Territory	IOT	0	British Indian Ocean Territory	IOT	0	British Indian Ocean Territory	IOT	1	Br. Indian Ocean Ter.	British Indian Ocean Territory	B69	Br. Indian Ocean Ter.		I.O.T.	IO			U.K.	Admin. by U.K.; Claimed by Mauritius and Seychelles	British Indian Ocean Territory		6	6	6	3	4000	160.0	-99	-99	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		IO	IOT	86	-99	-99	-99	-99	IOT	IOT	-99	-99	Seven seas (open ocean)	Seven seas (open ocean)	Seven seas (open ocean)	Sub-Saharan Africa	21	30	6	5	-99	#53b4ca	#3dd3d	#669f4	#972d8c	#115909	#fd91ed	#55faa6	#5852a3	#25d317	#c09391
1	Admin-0 country	3	Ireland	IRL	0	2	Sovereign country	Ireland	IRL	0	Ireland	IRL	0	Ireland	IRL	0	Ireland	Ireland	IRL	Ireland		Ire.	IRL	Ireland				Ireland		2	3	2	2	4203200	188400.0	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		IE	IRL	372	372	IE	IRL	-99	IRL	IRL	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	7	7	4	-99	1	#411c4a	#a015ab	#70499	#5d2cca	#ac988d	#d2d7c6	#a2fa	#c1d059	#bcae4	#fcd473
1	Admin-0 country	2	Iran	IRN	0	2	Sovereign country	Iran	IRN	0	Iran	IRN	0	Iran	IRN	0	Iran	Iran	IRN	Iran		Iran	IRN	Islamic Republic of Iran				Iran, Islamic Rep.		4	3	4	13	66429284	841700.0	-99	2006	-99	5. Emerging region: G20	3. Upper middle income	-99		IR	IRN	364	364	IR	IRN	-99	IRN	IRN	-99	-99	Asia	Asia	Southern Asia	Middle East & North Africa	4	4	4	-99	1	#dab9e3	#703673	#c5c11b	#390746	#c607ae	#917aaf	#842903	#f86f58	#dd3149	#2be218
1	Admin-0 country	3	Iraq	IRQ	0	2	Sovereign country	Iraq	IRQ	0	Iraq	IRQ	0	Iraq	IRQ	0	Iraq	Iraq	IRQ	Iraq		Iraq	IRQ	Republic of Iraq				Iraq		1	4	3	1	31129225	103900.0	-99	1997	-99	6. Developing region	4. Lower middle income	-99		IQ	IRQ	368	368	IQ	IRQ	-99	IRQ	IRQ	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	4	4	4	-99	1	#a756e2	#2899ab	#2da88f	#414cb4	#4eaac	#f1c64	#571db3	#5002ba	#25c8f1	#4c3f2b
1	Admin-0 country	3	Iceland	ISL	0	2	Sovereign country	Iceland	ISL	0	Iceland	ISL	0	Iceland	ISL	0	Iceland	Iceland	ISL	Iceland		Iceland	IS	Republic of Iceland				Iceland		1	4	4	9	306694	12710.0	-99	-99	-99	2. Developed region: nonG7	1. High income: OECD	-99		IS	ISL	352	352	IS	ISL	-99	ISL	ISL	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	7	7	7	-99	1	#14f279	#25cf61	#f315d5	#bd764e	#f743ed	#789a59	#8b8dd2	#948e61	#e42c72	#bb7e4b
1	Admin-0 country	4	Israel	ISR	0	2	Sovereign country	Israel	ISR	0	Israel	ISR	0	Israel	ISR	0	Israel	Israel	ISR	Israel		Isr.	IS	State of Israel				Israel		3	2	5	9	7233701	201400.0	-99	2009	-99	2. Developed region: nonG7	1. High income: OECD	-99		IL	ISR	376	376	IL	ISR	-99	ISR	ISR	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	6	6	4	-99	1	#7cc0f7	#9d764e	#890f9b	#4f9535	#659de4	#fa7b50	#4ee36e	#b1a0cd	#4234f2	#ade4cd
1	Admin-0 country	2	Italy	ITA	0	2	Sovereign country	Italy	ITA	0	Italy	ITA	0	Italy	ITA	0	Italy	Italy	ITA	Italy		Italy	I	Italian Republic				Italy		6	7	8	7	58126212	1823000.0	-99	2012	-99	1. Developed region: G7	1. High income: OECD	-99		IT	ITA	380	380	IT	ITA	-99	ITA	ITA	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	5	5	5	-99	1	#b15524	#186c	#281b4e	#d90532	#3b3d05	#e99385	#5172a2	#cba1df	#b9a7b0	#c44ea5
1	Admin-0 country	4	Jamaica	JAM	0	2	Sovereign country	Jamaica	JAM	0	Jamaica	JAM	0	Jamaica	JAM	0	Jamaica	Jamaica	JAM	Jamaica		Jam.	J	Jamaica				Jamaica		1	2	4	10	2825928	20910.0	-99	2011	-99	6. Developing region	3. Upper middle income	-99		JM	JAM	388	388	JM	JAM	-99	JAM	JAM	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	7	7	4	-99	1	#50422e	#2c379	#12ad7a	#90f03a	#cb7e61	#dd01d6	#ee5e98	#5ba2bb	#d77d63	#37204a
4	Admin-0 country	6	United Kingdom	GB1	1	2	Country	Jersey	JEY	0	Jersey	JEY	0	Jersey	JEY	0	Jersey	Jersey	JEY	Jersey	Channel Islands	Jey.	JE	Bailiwick of Jersey		U.K. crown dependency		Jersey		6	6	6	3	91626	5100.0	-99	2001	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		JE	JEY	832	832	JG	CHI	-99	JEY	JEY	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	6	6	4	-99	-99	#ab4e50	#f3a07f	#420e47	#3d46d4	#6501e5	#affdf5	#b50790	#249c3a	#f9f7f9	#fa432c
1	Admin-0 country	4	Jordan	JOR	0	2	Sovereign country	Jordan	JOR	0	Jordan	JOR	0	Jordan	JOR	0	Jordan	Jordan	JOR	Jordan		Jord.	J	Hashemite Kingdom of Jordan				Jordan		5	3	4	4	6342948	31610.0	-99	2004	-99	6. Developing region	3. Upper middle income	-99		JO	JOR	400	400	JO	JOR	-99	JOR	JOR	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	6	6	5	-99	1	#858ac5	#46cca8	#ad9f35	#b62934	#e8b944	#ca2267	#16bfa1	#52744b	#6a808d	#6ce328
1	Admin-0 country	2	Japan	JPN	0	2	Sovereign country	Japan	JPN	0	Japan	JPN	0	Japan	JPN	0	Japan	Japan	JPN	Japan		Japan	J	Japan				Japan		5	3	5	4	127078679	4329000.0	-99	2010	-99	1. Developed region: G7	1. High income: OECD	-99		JP	JPN	392	392	JP	JPN	-99	JPN	JPN	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	5	5	5	-99	1	#4dc71b	#eb0e44	#43e68e	#f4b8d3	#c4e61e	#a31b60	#4c4fca	#8fd7bf	#1d8afc	#ac054a
1	Admin-0 country	3	Kazakhstan	KAZ	0	2	Sovereign country	Kazakhstan	KAZ	0	Kazakhstan	KAZ	0	Kazakhstan	KAZ	0	Kazakhstan	Kazakhstan	KAZ	Kazakhstan		Kaz.	KZ	Republic of Kazakhstan				Kazakhstan		6	1	6	1	15399437	175800.0	-99	2009	-99	6. Developing region	3. Upper middle income	-99		KZ	KAZ	398	398	KZ	KAZ	-99	KAZ	KAZ	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	10	10	4	-99	1	#5f650b	#63692	#2fc23a	#b74146	#9d9441	#879cc6	#fc4340	#9fc25e	#32c196	#c86d29
1	Admin-0 country	2	Kenya	KEN	0	2	Sovereign country	Kenya	KEN	0	Kenya	KEN	0	Kenya	KEN	0	Kenya	Kenya	KEN	Kenya		Ken.	KE	Republic of Kenya				Kenya		5	2	7	3	39002772	61510.0	-99	2009	-99	5. Emerging region: G20	5. Low income	-99		KE	KEN	404	404	KE	KEN	-99	KEN	KEN	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	5	5	4	-99	1	#a03015	#3a3f36	#60d83a	#c0429	#77d907	#fb7e83	#678fd2	#4fc5dc	#550c0b	#61a11a
1	Admin-0 country	4	Kyrgyzstan	KGZ	0	2	Sovereign country	Kyrgyzstan	KGZ	0	Kyrgyzstan	KGZ	0	Kyrgyzstan	KGZ	0	Kyrgyzstan	Kyrgyzstan	KGZ	Kyrgyzstan		Kgz.	KG	Kyrgyz Republic				Kyrgyz Republic		5	7	7	6	5431747	11610.0	-99	2009	-99	6. Developing region	5. Low income	-99		KG	KGZ	417	417	KG	KGZ	-99	KGZ	KGZ	-99	-99	Asia	Asia	Central Asia	Europe & Central Asia	10	10	4	-99	1	#637bc0	#97eac	#adfeff	#9179b1	#3757fd	#d848ef	#3ddb0f	#b316ff	#dfd0cf	#878b27
1	Admin-0 country	3	Cambodia	KHM	0	2	Sovereign country	Cambodia	KHM	0	Cambodia	KHM	0	Cambodia	KHM	0	Cambodia	Cambodia	KHM	Cambodia		Camb.	KH	Kingdom of Cambodia				Cambodia		6	3	6	5	14494293	27940.0	-99	2008	-99	7. Least developed region	5. Low income	-99		KH	KHM	116	116	KH	KHM	-99	KHM	KHM	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	8	8	5	-99	1	#58db9	#4f4a62	#abb619	#973dfd	#1500cd	#59ef76	#f1ea3b	#db8617	#cede4b	#89ae35
1	Admin-0 country	6	Kiribati	KIR	0	2	Sovereign country	Kiribati	KIR	0	Kiribati	KIR	0	Kiribati	KIR	0	Kiribati	Kiribati	KIR	Kiribati		Kir.	KI	Republic of Kiribati				Kiribati		5	7	6	12	112850	579.5	-99	2005	-99	7. Least developed region	4. Lower middle income	-99		KI	KIR	296	296	KI	KIR	-99	KIR	KIR	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	8	8	4	2	1	#b01958	#5ca770	#c6211d	#4238de	#d621d8	#b6b748	#d41e14	#3fcfbd	#571e1	#e3e801
1	Admin-0 country	6	Saint Kitts and Nevis	KNA	0	2	Sovereign country	Saint Kitts and Nevis	KNA	0	Saint Kitts and Nevis	KNA	0	Saint Kitts and Nevis	KNA	0	St. Kitts and Nevis	Saint Kitts and Nevis	KNA	Saint Kitts and Nevis		St.K.N.	KN	Federation of Saint Kitts and Nevis				St. Kitts and Nevis		1	4	1	8	40131	777.7	-99	2011	-99	6. Developing region	2. High income: nonOECD	-99		KN	KNA	659	659	KN	KNA	-99	KNA	KNA	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	19	21	7	4	1	#105ff0	#1d1cfe	#b691dd	#ff4329	#c4edda	#edd697	#3e1748	#b7b6ab	#a9a0bd	#c2bbbe
1	Admin-0 country	2	South Korea	KOR	0	2	Sovereign country	South Korea	KOR	0	South Korea	KOR	0	South Korea	KOR	0	Korea	Republic of Korea	KOR	Republic of Korea		S.K.	KR	Republic of Korea				Korea, Rep.		4	1	1	5	48508972	1335000.0	-99	2010	-99	4. Emerging region: MIKT	1. High income: OECD	-99		KR	KOR	410	410	KR	KOR	-99	KOR	KOR	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	5	17	4	-99	1	#5e74f7	#5cb0d1	#d25f	#f8d4d4	#761a87	#8435a8	#663063	#4559a5	#315aa3	#7f74dd
1	Admin-0 country	6	Kuwait	KWT	0	2	Sovereign country	Kuwait	KWT	0	Kuwait	KWT	0	Kuwait	KWT	0	Kuwait	Kuwait	KWT	Kuwait		Kwt.	KW	State of Kuwait				Kuwait		2	2	2	2	2691158	149100.0	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		KW	KWT	414	414	KW	KWT	-99	KWT	KWT	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	6	6	4	-99	1	#1a3b6	#3d48cf	#1c9609	#c14a89	#27ded2	#19bfdc	#2cc56e	#3e5082	#93bbc8	#daa938
1	Admin-0 country	4	Laos	LAO	0	2	Sovereign country	Laos	LAO	0	Laos	LAO	0	Laos	LAO	0	Lao PDR	Lao PDR	LAO	Laos		Laos	LA	Lao People's Democratic Republic				Lao PDR		1	1	1	9	6834942	13980.0	-99	2005	-99	7. Least developed region	4. Lower middle income	-99		LA	LAO	418	418	LA	LAO	-99	LAO	LAO	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	7	7	4	-99	1	#219deb	#585085	#a59154	#8e28c	#ed7745	#3b1456	#b3dd9e	#f6536e	#5a95dd	#b4d714
1	Admin-0 country	5	Lebanon	LBN	0	2	Sovereign country	Lebanon	LBN	0	Lebanon	LBN	0	Lebanon	LBN	0	Lebanon	Lebanon	LBN	Lebanon		Leb.	LB	Lebanese Republic				Lebanon		4	4	4	12	4017095	44060.0	-99	1970	-99	6. Developing region	3. Upper middle income	-99		LB	LBN	422	422	LB	LBN	-99	LBN	LBN	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	7	7	4	4	1	#2b1202	#fa927f	#e38f73	#7a142f	#23a879	#1d4b9a	#bc7f6d	#f6b090	#a48237	#63b390
1	Admin-0 country	4	Liberia	LBR	0	2	Sovereign country	Liberia	LBR	0	Liberia	LBR	0	Liberia	LBR	0	Liberia	Liberia	LBR	Liberia		Liberia	LR	Republic of Liberia				Liberia		2	3	4	9	3441790	1526.0	-99	2008	-99	7. Least developed region	5. Low income	-99		LR	LBR	430	430	LR	LBR	-99	LBR	LBR	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	7	7	7	-99	1	#5d8214	#426e75	#f55afe	#803470	#e395a9	#7d541e	#fbba9b	#26ca5d	#f66624	#54bb3b
1	Admin-0 country	3	Libya	LBY	0	2	Sovereign country	Libya	LBY	0	Libya	LBY	0	Libya	LBY	0	Libya	Libya	LBY	Libya		Libya	LY	Libya				Libya		1	2	2	11	6310434	88830.0	-99	2006	-99	6. Developing region	3. Upper middle income	-99		LY	LBY	434	434	LY	LBY	-99	LBY	LBY	-99	-99	Africa	Africa	Northern Africa	Middle East & North Africa	5	5	5	-99	1	#2fb27e	#90cd0a	#3bf560	#dec5f	#c6c3e0	#19f4ff	#229ede	#d3e56b	#dc4588	#eca9c3
1	Admin-0 country	6	Saint Lucia	LCA	0	2	Sovereign country	Saint Lucia	LCA	0	Saint Lucia	LCA	0	Saint Lucia	LCA	0	Saint Lucia	Saint Lucia	LCA	Saint Lucia		S.L.	LC	Saint Lucia				St. Lucia		3	4	3	4	160267	1778.0	-99	2010	-99	6. Developing region	3. Upper middle income	-99		LC	LCA	662	662	LC	LCA	-99	LCA	LCA	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	11	11	4	4	1	#7d60a3	#22ff8d	#85b95d	#8a431	#bff347	#ba3dfd	#19723e	#df5706	#da31ce	#f44782
1	Admin-0 country	6	Liechtenstein	LIE	0	2	Sovereign country	Liechtenstein	LIE	0	Liechtenstein	LIE	0	Liechtenstein	LIE	0	Liechtenstein	Liechtenstein	LIE	Liechtenstein		Liech.	FL	Principality of Liechtenstein				Liechtenstein		2	4	2	9	34761	4160.0	-99	2010	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		LI	LIE	438	438	LI	LIE	-99	LIE	LIE	-99	-99	Europe	Europe	Western Europe	Europe & Central Asia	13	13	6	6	1	#1bba0c	#c49f9c	#f4c193	#5282be	#e67a6e	#e77a6e	#818b22	#e3425b	#1ca274	#613c85
1	Admin-0 country	3	Sri Lanka	LKA	0	2	Sovereign country	Sri Lanka	LKA	0	Sri Lanka	LKA	0	Sri Lanka	LKA	0	Sri Lanka	Sri Lanka	LKA	Sri Lanka		Sri L.	LK	Democratic Socialist Republic of Sri Lanka				Sri Lanka		3	5	4	9	21324791	91870.0	-99	2001	-99	6. Developing region	4. Lower middle income	-99		LK	LKA	144	144	LK	LKA	-99	LKA	LKA	-99	-99	Asia	Asia	Southern Asia	South Asia	9	9	6	-99	1	#7ef4af	#1bfb61	#7c579f	#3534b8	#8dc1b0	#ad81f1	#d67dfd	#509e58	#1f382c	#2ed692
1	Admin-0 country	6	Lesotho	LSO	0	2	Sovereign country	Lesotho	LSO	0	Lesotho	LSO	0	Lesotho	LSO	0	Lesotho	Lesotho	LSO	Lesotho		Les.	LS	Kingdom of Lesotho				Lesotho		1	5	2	8	2130819	3293.0	-99	2006	-99	7. Least developed region	4. Lower middle income	-99		LS	LSO	426	426	LS	LSO	-99	LSO	LSO	-99	-99	Africa	Africa	Southern Africa	Sub-Saharan Africa	7	7	4	-99	1	#275fd	#89ce5b	#8e58e0	#9abd75	#2fecb4	#d1bc9f	#32af0b	#75276c	#bca5b6	#b7948d
1	Admin-0 country	5	Lithuania	LTU	0	2	Sovereign country	Lithuania	LTU	0	Lithuania	LTU	0	Lithuania	LTU	0	Lithuania	Lithuania	LTU	Lithuania		Lith.	LT	Republic of Lithuania				Lithuania		6	3	3	9	3555179	63330.0	-99	2011	-99	2. Developed region: nonG7	3. Upper middle income	-99		LT	LTU	440	440	LT	LTU	-99	LTU	LTU	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	9	9	5	-99	1	#b59475	#ef3491	#7e990	#9e8367	#6738cc	#db6219	#3602aa	#fe9d37	#4cb223	#d673b3
1	Admin-0 country	6	Luxembourg	LUX	0	2	Sovereign country	Luxembourg	LUX	0	Luxembourg	LUX	0	Luxembourg	LUX	0	Luxembourg	Luxembourg	LUX	Luxembourg		Lux.	L	Grand Duchy of Luxembourg				Luxembourg		1	7	3	7	491775	39370.0	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		LU	LUX	442	442	LU	LUX	-99	LUX	LUX	-99	-99	Europe	Europe	Western Europe	Europe & Central Asia	10	10	4	5	1	#4d200a	#b2a3e4	#93b5f5	#457592	#4e6d47	#b7c3b	#642d3d	#6b43d7	#a1c40	#91decb
1	Admin-0 country	5	Latvia	LVA	0	2	Sovereign country	Latvia	LVA	0	Latvia	LVA	0	Latvia	LVA	0	Latvia	Latvia	LVA	Latvia		Lat.	LV	Republic of Latvia				Latvia		4	7	6	13	2231503	38860.0	-99	2011	-99	2. Developed region: nonG7	3. Upper middle income	-99		LV	LVA	428	428	LV	LVA	-99	LVA	LVA	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	6	6	4	-99	1	#42f36a	#c2457e	#98c4dd	#118020	#6559f5	#e6ea3e	#e8d4b6	#b4d96c	#8a7b0d	#4eb249
